participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal
sayantankuila,AboutTime_035.mp4,2025-11-21 12:56:33.487,91.2,-1,95,"[93, 94, 93, 91, 91, 91, 92, 95, 93, 92, 90, 90, 89, 89, 90, 90, 89, 89, 91, 92]",2,3
ajaycc17,AboutTime_035.mp4,2025-12-09 12:46:28.579,101.43,-3,106,"[106, 106, 102, 103, 103, 103, 102, 103, 103, 101, 99, 100, 101, 100, 100, 98, 98, 99, 99, 101, 103]",2,2
Nishant,AboutTime_038.mp4,2025-10-17 09:48:37.344,82.12,-1,85,"[80, 82, 83, 84, 84, 84, 82, 81, 79, 80, 80, 83, 83, 85, 85, 82, 79]",3,3
debjit2001,AboutTime_038.mp4,2025-10-23 16:05:27.872,67.73,4,84,"[61, 63, 61, 64, 67, 66, 64, 63, 64, 66, 65, 64, 77, 74, 84, 79, 71, 68, 64, 68, 72, 65]",4,2
aritra,AboutTime_038.mp4,2025-10-28 15:23:49.040,77.5,-5,81,"[79, 78, 78, 78, 77, 77, 77, 76, 76, 76, 77, 79, 81, 80, 77, 74]",1,1
ajaycc17,AboutTime_038.mp4,2025-11-16 13:43:03.188,82.76,-1,88,"[81, 80, 81, 81, 81, 82, 82, 83, 84, 84, 86, 87, 88, 86, 86, 85, 82, 80, 80, 79, 80]",4,4
sayantankuila,AboutTime_038.mp4,2025-11-21 13:35:35.108,97.39,-5,103,"[103, 101, 99, 97, 97, 97, 96, 96, 95, 96, 98, 98, 99, 97, 95, 95, 96, 98]",3,3
Nishant,AboutTime_042.mp4,2025-10-17 09:50:19.690,81.11,-7,85,"[85, 82, 79, 80, 79, 80, 81, 82, 82, 84, 84, 83, 82, 81, 80, 79, 79, 78]",3,3
debjit2001,AboutTime_042.mp4,2025-10-23 14:48:09.671,65.57,-5,69,"[69, 68, 69, 66, 67, 67, 64, 63, 64, 65, 64, 65, 63, 64]",5,5
pranjal123,AboutTime_042.mp4,2025-10-29 11:00:13.957,78.0,1,80,"[77, 77, 76, 77, 78, 78, 77, 79, 78, 77, 79, 80, 79, 79, 78, 79, 78]",5,4
aritra,AboutTime_042.mp4,2025-11-06 11:03:09.068,73.39,6,81,"[71, 70, 68, 68, 70, 75, 76, 76, 75, 77, 81, 78, 74, 70, 69, 70, 76, 77]",4,4
sayantankuila,AboutTime_042.mp4,2025-11-21 13:36:35.179,96.33,-4,99,"[96, 95, 96, 98, 98, 99, 97, 95, 95, 96, 98, 98, 96, 94, 96, 98, 97, 92]",4,5
ajaycc17,AboutTime_042.mp4,2025-12-25 12:47:07.507,99.5,1,107,"[97, 96, 96, 95, 96, 97, 97, 98, 99, 100, 101, 106, 107, 104, 103, 101, 100, 98]",5,4
debjit2001,AboutTime_046.mp4,2025-10-15 16:29:41.956,70.2,1,73,"[71, 72, 72, 69, 67, 68, 68, 69, 71, 71, 72, 71, 69, 69, 69, 70, 70, 71, 73, 72]",5,4
Nishant,AboutTime_046.mp4,2025-10-17 08:40:15.075,81.72,-1,86,"[86, 85, 83, 82, 80, 82, 80, 79, 80, 80, 80, 79, 80, 81, 82, 84, 83, 85]",4,4
aritra,AboutTime_046.mp4,2025-11-06 10:38:51.290,73.3,1,86,"[70, 71, 69, 68, 69, 69, 70, 72, 78, 86, 83, 78, 70, 70, 71, 74, 77, 76, 74, 71]",4,3
sayantankuila,AboutTime_046.mp4,2025-11-21 13:32:18.475,93.86,-2,95,"[93, 94, 95, 95, 95, 94, 95, 95, 95, 95, 94, 93, 90, 91]",4,5
ajaycc17,AboutTime_046.mp4,2025-12-25 13:26:21.262,98.35,-6,103,"[97, 98, 98, 98, 99, 100, 101, 103, 100, 101, 98, 99, 100, 99, 97, 93, 91]",5,2
debjit2001,AboutTime_048.mp4,2025-10-23 14:37:35.324,68.57,1,73,"[64, 65, 65, 66, 68, 70, 73, 73, 70, 67, 68, 71, 70, 69, 70, 72, 73, 71, 69, 69, 65, 64, 65]",4,3
aritra,AboutTime_048.mp4,2025-10-28 15:34:18.986,75.93,2,78,"[74, 76, 78, 78, 76, 76, 76, 77, 76, 76, 75, 74, 75, 76]",4,4
pranjal123,AboutTime_048.mp4,2025-10-29 11:45:18.117,75.94,4,79,"[73, 74, 74, 76, 76, 76, 76, 75, 76, 79, 78, 75, 76, 77, 76, 77, 76, 77]",5,5
ajaycc17,AboutTime_048.mp4,2025-11-16 13:36:33.800,83.05,-1,89,"[86, 89, 85, 83, 82, 84, 85, 86, 85, 82, 83, 84, 84, 80, 78, 77, 78, 82, 85]",4,4
sayantankuila,AboutTime_048.mp4,2025-11-21 12:29:42.243,94.14,-5,95,"[95, 95, 95, 94, 93, 94, 94, 95, 95, 94, 95, 95, 94, 90]",5,5
Nishant,AboutTime_052.mp4,2025-10-17 08:52:44.182,83.12,0,86,"[82, 84, 84, 84, 85, 86, 85, 84, 84, 82, 79, 79, 83, 84, 83, 82]",3,4
debjit2001,AboutTime_052.mp4,2025-10-23 15:38:34.889,65.56,5,71,"[62, 61, 60, 62, 63, 64, 63, 63, 65, 67, 71, 71, 70, 69, 68, 68, 66, 67]",4,4
pranjal123,AboutTime_052.mp4,2025-10-29 10:58:48.379,78.11,-1,80,"[78, 79, 80, 79, 78, 79, 79, 80, 79, 78, 77, 77, 77, 76, 77, 78, 78, 77]",5,5
aritra,AboutTime_052.mp4,2025-11-06 08:30:36.761,82.94,-3,87,"[86, 84, 84, 82, 80, 79, 80, 82, 81, 82, 83, 84, 86, 87, 85, 83, 82, 83]",3,3
sayantankuila,AboutTime_052.mp4,2025-11-21 13:07:58.309,88.85,-11,95,"[88, 88, 87, 86, 86, 85, 89, 92, 94, 95, 95, 93, 92, 90, 90, 91, 90, 88, 81, 77]",5,4
ajaycc17,AboutTime_052.mp4,2025-12-25 12:32:37.054,97.06,-9,106,"[99, 98, 99, 105, 106, 105, 101, 97, 96, 95, 93, 91, 92, 94, 92, 90]",4,3
Nishant,AboutTime_056.mp4,2025-10-17 09:19:41.324,85.79,-9,109,"[86, 88, 86, 88, 84, 83, 85, 86, 89, 88, 89, 97, 104, 109, 94, 87, 81, 76, 75, 75, 78, 78, 76, 77]",4,4
debjit2001,AboutTime_056.mp4,2025-10-23 15:31:17.868,68.77,-2,76,"[64, 68, 73, 74, 76, 68, 69, 70, 67, 65, 68, 69, 70, 73, 71, 74, 72, 69, 66, 64, 61, 62]",4,4
aritra,AboutTime_056.mp4,2025-10-28 15:48:18.514,80.39,6,87,"[80, 81, 79, 77, 73, 73, 74, 76, 76, 82, 87, 86, 85, 84, 83, 82, 83, 86]",3,1
sayantankuila,AboutTime_056.mp4,2025-11-21 13:38:27.876,93.85,-5,98,"[97, 92, 87, 89, 92, 94, 92, 91, 96, 98, 97, 96, 96, 98, 97, 94, 93, 93, 93, 92]",5,3
ajaycc17,AboutTime_056.mp4,2025-12-25 14:11:16.431,96.62,-2,98,"[97, 97, 95, 97, 98, 98, 96, 95]",4,3
debjit2001,AboutTime_066.mp4,2025-10-15 17:17:55.914,66.95,-6,75,"[70, 67, 66, 65, 64, 65, 66, 67, 72, 74, 73, 75, 69, 63, 63, 64, 65, 65, 62, 64]",5,5
Nishant,AboutTime_066.mp4,2025-10-17 09:46:27.750,76.56,7,85,"[78, 77, 76, 75, 75, 78, 77, 75, 74, 75, 73, 73, 74, 74, 78, 79, 82, 85]",4,4
aritra,AboutTime_066.mp4,2025-10-28 13:45:35.705,64.85,4,67,"[63, 65, 66, 65, 66, 64, 65, 63, 63, 66, 65, 65, 67]",5,5
pranjal123,AboutTime_066.mp4,2025-10-29 11:50:44.993,80.94,-2,84,"[82, 82, 81, 80, 79, 80, 82, 82, 81, 79, 79, 80, 81, 83, 84, 81, 80]",5,5
sayantankuila,AboutTime_066.mp4,2025-11-20 08:11:44.141,80.0,-2,86,"[79, 84, 85, 82, 80, 78, 76, 76, 77, 85, 86, 83, 80, 76, 78, 81, 80, 79, 78, 77]",4,4
ajaycc17,AboutTime_066.mp4,2025-12-09 12:56:27.411,102.76,-5,106,"[104, 103, 102, 103, 102, 103, 104, 103, 102, 103, 104, 105, 106, 103, 101, 100, 99]",5,4
debjit2001,AboutTime_068.mp4,2025-10-15 17:04:48.390,73.25,4,82,"[68, 69, 70, 71, 71, 72, 74, 78, 79, 82, 82, 81, 78, 73, 69, 67, 66, 70, 73, 72]",4,3
Nishant,AboutTime_068.mp4,2025-10-17 09:11:47.382,89.95,9,102,"[85, 86, 87, 88, 89, 89, 90, 85, 87, 85, 85, 88, 89, 90, 91, 92, 95, 91, 102, 101, 94]",4,4
aritra,AboutTime_068.mp4,2025-11-06 08:29:26.056,83.0,-2,87,"[81, 82, 81, 81, 83, 84, 84, 83, 84, 86, 87, 86, 84, 84, 82, 80, 79]",1,1
sayantankuila,AboutTime_068.mp4,2025-11-21 12:45:50.176,90.47,-2,92,"[91, 91, 89, 90, 92, 92, 91, 89, 90, 91, 91, 91, 90, 90, 89]",4,4
ajaycc17,AboutTime_068.mp4,2025-12-09 14:17:15.338,99.93,-3,104,"[101, 101, 102, 101, 104, 103, 101, 100, 99, 97, 98, 99, 98, 97, 98]",4,4
Nishant,AboutTime_069.mp4,2025-10-17 08:18:46.951,80.45,-5,89,"[82, 81, 78, 79, 82, 85, 86, 89, 86, 82, 79, 82, 81, 77, 76, 77, 78, 76, 76, 77]",4,4
debjit2001,AboutTime_069.mp4,2025-10-23 15:04:00.794,64.94,-8,72,"[69, 72, 71, 69, 66, 63, 63, 63, 65, 64, 63, 64, 62, 63, 61, 61]",4,4
aritra,AboutTime_069.mp4,2025-10-28 15:50:04.507,77.21,-6,86,"[82, 83, 86, 85, 84, 77, 74, 73, 74, 76, 77, 73, 71, 72, 75, 77, 77, 75, 76]",3,1
sayantankuila,AboutTime_069.mp4,2025-11-21 12:33:48.962,94.57,0,96,"[96, 95, 94, 95, 96, 96, 95, 95, 94, 93, 92, 93, 94, 96]",5,5
ajaycc17,AboutTime_069.mp4,2025-12-09 12:50:35.770,102.9,-1,109,"[104, 104, 103, 104, 105, 104, 106, 103, 102, 104, 109, 106, 104, 102, 99, 99, 98, 99, 100, 103]",5,5
debjit2001,AboutTime_071.mp4,2025-10-15 17:49:01.750,62.4,0,70,"[60, 61, 62, 64, 66, 70, 65, 64, 62, 58, 60, 64, 62, 60, 62, 65, 64, 60, 59, 60]",4,5
Nishant,AboutTime_071.mp4,2025-10-17 09:05:13.915,77.47,-1,79,"[79, 75, 76, 78, 79, 79, 79, 78, 79, 78, 77, 77, 78, 76, 75, 76, 78]",5,5
aritra,AboutTime_071.mp4,2025-10-28 15:45:06.248,73.67,0,76,"[75, 73, 72, 73, 73, 75, 74, 73, 74, 76, 75, 74, 73, 72, 72, 73, 74, 75]",2,1
sayantankuila,AboutTime_071.mp4,2025-11-21 13:05:27.738,88.12,-1,90,"[89, 88, 87, 87, 87, 88, 89, 90, 89, 88, 87, 88, 88, 88, 89, 88]",5,5
ajaycc17,AboutTime_071.mp4,2025-12-09 13:30:00.675,102.16,-5,110,"[104, 110, 107, 105, 102, 103, 101, 100, 100, 101, 104, 102, 104, 103, 101, 100, 98, 97, 99]",4,4
debjit2001,AboutTime_073.mp4,2025-10-15 16:42:52.929,73.57,-8,77,"[76, 77, 76, 75, 74, 71, 74, 77, 76, 74, 71, 71, 70, 68]",4,4
Nishant,AboutTime_073.mp4,2025-10-17 09:54:40.653,79.2,1,84,"[78, 79, 81, 83, 84, 83, 80, 79, 78, 79, 81, 83, 82, 81, 78, 73, 71, 74, 78, 79]",3,3
aritra,AboutTime_073.mp4,2025-10-28 15:14:12.535,85.16,-9,90,"[89, 90, 89, 87, 82, 85, 85, 86, 88, 86, 84, 86, 87, 86, 85, 82, 80, 81, 80]",3,3
sayantankuila,AboutTime_073.mp4,2025-11-21 13:08:29.006,87.7,-2,95,"[85, 89, 92, 94, 95, 95, 93, 92, 90, 90, 91, 90, 88, 81, 77, 80, 83, 84, 82, 83]",4,4
ajaycc17,AboutTime_073.mp4,2025-12-09 13:28:31.881,102.41,1,110,"[101, 103, 101, 102, 101, 101, 102, 101, 97, 98, 100, 100, 101, 104, 106, 105, 102, 104, 110, 107, 105, 102]",4,5
debjit2001,AboutTime_075.mp4,2025-10-15 17:35:19.659,64.89,1,71,"[67, 68, 65, 63, 66, 67, 66, 67, 66, 64, 63, 61, 59, 60, 62, 65, 71, 68]",5,3
pranjal123,AboutTime_075.mp4,2025-10-29 11:39:43.747,78.15,-1,82,"[75, 77, 80, 81, 82, 81, 80, 78, 76, 76, 77, 77, 77, 78, 81, 79, 80, 78, 76, 74]",3,2
aritra,AboutTime_075.mp4,2025-11-06 09:02:01.632,76.26,10,81,"[70, 72, 78, 77, 75, 74, 75, 79, 79, 79, 77, 73, 74, 74, 72, 73, 74, 79, 81, 80, 79, 80, 80]",5,2
sayantankuila,AboutTime_075.mp4,2025-11-21 12:55:18.983,92.37,0,95,"[95, 91, 92, 90, 92, 93, 94, 93, 92, 91, 92, 93, 94, 93, 91, 91, 91, 92, 95]",4,4
ajaycc17,AboutTime_075.mp4,2025-12-25 12:51:20.695,100.0,1,105,"[102, 102, 102, 101, 99, 97, 98, 97, 96, 98, 99, 100, 100, 99, 100, 101, 101, 105, 103]",5,3
Nishant,AboutTime_077.mp4,2025-10-17 09:14:02.857,86.56,0,93,"[84, 85, 81, 83, 93, 87, 86, 90, 86, 84, 88, 90, 87, 88, 87, 88, 87, 84]",4,4
debjit2001,AboutTime_077.mp4,2025-10-23 15:57:39.193,66.16,4,71,"[67, 66, 67, 64, 62, 63, 64, 65, 63, 66, 67, 66, 67, 65, 67, 68, 69, 70, 71]",4,3
aritra,AboutTime_077.mp4,2025-10-28 15:46:23.820,75.44,6,80,"[74, 73, 72, 72, 73, 74, 75, 75, 75, 77, 78, 76, 77, 77, 79, 80]",1,1
pranjal123,AboutTime_077.mp4,2025-10-29 11:13:59.166,74.89,1,76,"[75, 76, 75, 74, 73, 72, 74, 76, 75, 74, 74, 75, 76, 76, 76, 75, 75, 76, 76]",4,2
sayantankuila,AboutTime_077.mp4,2025-11-21 13:41:34.109,98.72,-1,104,"[99, 101, 104, 102, 101, 101, 99, 98, 96, 96, 97, 99, 98, 97, 97, 96, 98, 98]",4,4
ajaycc17,AboutTime_077.mp4,2025-12-09 12:40:40.667,105.62,1,107,"[105, 106, 107, 106, 107, 106, 103, 104, 105, 105, 106, 107, 106]",3,2
debjit2001,AboutTime_085.mp4,2025-10-15 17:23:54.284,66.47,-1,71,"[69, 71, 68, 69, 66, 63, 62, 62, 63, 65, 67, 66, 66, 68, 69, 68, 66, 67, 68]",4,1
Nishant,AboutTime_085.mp4,2025-10-17 09:14:52.417,84.95,-3,90,"[84, 88, 90, 87, 88, 87, 88, 87, 84, 83, 86, 83, 87, 83, 85, 83, 81, 79, 81]",2,2
aritra,AboutTime_085.mp4,2025-11-06 09:05:38.268,73.94,-2,77,"[74, 73, 72, 71, 71, 72, 73, 74, 76, 77, 76, 76, 75, 75, 76, 75, 73, 72]",1,1
sayantankuila,AboutTime_085.mp4,2025-11-21 12:48:09.537,90.39,-2,95,"[91, 90, 90, 90, 90, 89, 90, 92, 92, 92, 91, 92, 95, 93, 87, 87, 87, 89]",4,3
ajaycc17,AboutTime_085.mp4,2025-12-25 13:11:51.111,94.59,5,99,"[91, 94, 93, 91, 93, 95, 96, 94, 93, 93, 95, 96, 95, 97, 99, 97, 96]",3,2
Nishant,AboutTime_086.mp4,2025-10-17 09:49:56.178,82.0,-2,85,"[83, 85, 85, 82, 79, 80, 79, 80, 81, 82, 82, 84, 84, 83, 82, 81]",3,4
debjit2001,AboutTime_086.mp4,2025-10-23 15:26:34.515,62.59,3,66,"[62, 61, 62, 64, 64, 60, 62, 59, 60, 61, 62, 64, 64, 63, 65, 66, 65]",4,4
aritra,AboutTime_086.mp4,2025-10-28 15:29:10.283,78.33,4,83,"[75, 75, 74, 73, 75, 81, 83, 83, 82, 81, 79, 79]",4,1
sayantankuila,AboutTime_086.mp4,2025-11-21 13:03:58.723,87.0,-1,91,"[88, 89, 90, 91, 89, 85, 83, 81, 81, 82, 84, 88, 89, 90, 89, 90, 89, 88, 87, 87, 87]",4,4
ajaycc17,AboutTime_086.mp4,2025-12-09 14:21:51.732,97.35,-6,106,"[102, 99, 97, 106, 100, 98, 96, 94, 95, 94, 95, 94, 100, 98, 96, 95, 96]",4,2
debjit2001,AboutTime_091.mp4,2025-10-22 07:20:59.451,62.28,-3,70,"[61, 63, 62, 60, 59, 58, 58, 60, 65, 68, 70, 69, 63, 62, 60, 65, 60, 58]",4,5
pranjal123,AboutTime_091.mp4,2025-10-29 11:38:48.985,77.38,2,82,"[74, 75, 76, 76, 76, 75, 75, 77, 80, 81, 82, 81, 80, 78, 76, 76]",2,4
aritra,AboutTime_091.mp4,2025-11-06 08:48:45.646,77.65,-10,86,"[84, 86, 84, 83, 80, 76, 76, 74, 73, 76, 75, 75, 77, 79, 78, 76, 76, 76, 75, 74]",1,5
sayantankuila,AboutTime_091.mp4,2025-11-20 08:15:13.466,77.19,-15,92,"[86, 92, 91, 87, 80, 77, 75, 74, 71, 70, 70, 71, 74, 77, 79, 78, 76, 76, 74, 72, 71]",5,5
ajaycc17,AboutTime_091.mp4,2025-12-09 14:26:26.558,97.05,0,103,"[97, 98, 99, 100, 102, 103, 99, 96, 98, 97, 96, 95, 94, 92, 93, 95, 96, 98, 96, 97]",3,4
debjit2001,AboutTime_095.mp4,2025-10-23 15:48:35.550,65.61,5,71,"[61, 66, 64, 63, 62, 65, 64, 65, 66, 64, 69, 71, 68, 67, 68, 66, 66, 66]",5,4
aritra,AboutTime_095.mp4,2025-11-06 11:00:17.997,75.33,0,79,"[72, 73, 72, 75, 76, 75, 75, 77, 78, 77, 78, 79, 78, 73, 72]",3,3
sayantankuila,AboutTime_095.mp4,2025-11-21 13:03:44.379,86.95,1,91,"[86, 87, 88, 89, 90, 91, 89, 85, 83, 81, 81, 82, 84, 88, 89, 90, 89, 90, 89, 88, 87, 87]",4,4
ajaycc17,AboutTime_095.mp4,2025-12-25 12:45:26.094,95.55,4,99,"[92, 95, 98, 99, 98, 97, 95, 94, 93, 92, 94, 95, 95, 96, 98, 95, 96, 97, 96, 96]",5,3
Nishant,AboutTime_117.mp4,2025-10-17 09:23:00.304,79.3,-1,84,"[81, 83, 84, 81, 79, 78, 79, 77, 78, 78, 83, 80, 80, 79, 78, 76, 77, 77, 78, 80]",3,2
debjit2001,AboutTime_117.mp4,2025-10-22 07:17:41.919,61.59,3,66,"[58, 57, 57, 58, 59, 63, 66, 65, 66, 64, 63, 62, 62, 63, 62, 61, 61]",3,3
pranjal123,AboutTime_117.mp4,2025-10-29 11:04:32.128,79.0,0,86,"[77, 78, 77, 79, 78, 80, 81, 86, 85, 82, 78, 77, 76, 77, 76, 77]",3,3
aritra,AboutTime_117.mp4,2025-11-06 08:49:25.330,75.94,5,79,"[74, 73, 76, 75, 75, 77, 79, 78, 76, 76, 76, 75, 74, 74, 75, 76, 79, 79]",1,1
sayantankuila,AboutTime_117.mp4,2025-11-21 13:30:27.838,94.21,-2,96,"[95, 95, 95, 94, 94, 95, 94, 94, 95, 96, 94, 93, 92, 93]",2,2
ajaycc17,AboutTime_117.mp4,2025-12-09 13:15:19.919,106.07,2,108,"[104, 105, 105, 106, 107, 105, 105, 106, 106, 107, 107, 108, 106, 108, 106]",3,2
debjit2001,AboutTime_120.mp4,2025-10-15 17:03:14.424,69.83,-2,74,"[72, 74, 72, 68, 65, 67, 70, 69, 68, 72, 74, 73, 71, 68, 67, 68, 69, 70]",2,1
pranjal123,AboutTime_120.mp4,2025-10-29 11:29:51.431,75.38,0,77,"[76, 77, 75, 74, 74, 74, 75, 77, 77, 77, 76, 74, 74, 75, 75, 76]",3,2
aritra,AboutTime_120.mp4,2025-11-06 08:50:26.284,76.7,1,82,"[75, 74, 74, 75, 76, 79, 79, 76, 77, 82, 81, 78, 76, 77, 78, 76, 75, 75, 75, 76]",1,1
sayantankuila,AboutTime_120.mp4,2025-11-20 07:47:06.977,80.83,-1,85,"[81, 80, 79, 81, 81, 82, 82, 82, 83, 85, 83, 81, 80, 79, 79, 79, 78, 80]",5,5
ajaycc17,AboutTime_120.mp4,2025-12-09 12:39:26.185,104.88,4,107,"[103, 103, 105, 107, 105, 103, 104, 104, 104, 104, 105, 105, 106, 107, 106, 107]",2,3
Nishant,AboutTime_130.mp4,2025-10-17 10:12:47.167,80.94,-2,84,"[82, 81, 80, 83, 80, 81, 82, 84, 79, 76, 79, 82, 83, 82, 81, 82, 80, 80]",4,2
debjit2001,AboutTime_130.mp4,2025-10-23 15:02:00.164,68.06,0,75,"[68, 69, 64, 66, 69, 66, 67, 65, 64, 64, 66, 68, 70, 72, 74, 75, 70, 68]",4,3
aritra,AboutTime_130.mp4,2025-10-28 14:00:40.059,62.5,2,65,"[62, 61, 63, 65, 65, 63, 62, 61, 62, 61, 63, 62, 61, 61, 62, 63, 64, 64]",3,2
pranjal123,AboutTime_130.mp4,2025-10-29 11:30:24.717,74.93,-2,77,"[74, 75, 77, 77, 77, 76, 74, 74, 75, 75, 76, 75, 74, 73, 72]",4,4
sayantankuila,AboutTime_130.mp4,2025-11-20 07:52:32.775,78.0,2,82,"[76, 77, 79, 82, 81, 80, 79, 78, 79, 77, 76, 77, 78, 77, 76, 76, 78, 78]",5,4
Nishant,AboutTime_131.mp4,2025-10-17 09:52:57.944,79.6,-1,84,"[82, 80, 81, 83, 84, 82, 82, 79, 78, 79, 79, 78, 78, 78, 77, 77, 77, 78, 79, 81]",3,3
debjit2001,AboutTime_131.mp4,2025-10-22 07:30:16.535,61.79,-9,72,"[72, 70, 68, 66, 64, 60, 59, 60, 61, 62, 59, 58, 58, 57, 56, 57, 61, 63, 63]",4,4
pranjal123,AboutTime_131.mp4,2025-10-29 10:48:16.270,81.67,3,84,"[81, 81, 82, 81, 81, 82, 82, 81, 81, 79, 81, 82, 83, 84, 84]",5,4
aritra,AboutTime_131.mp4,2025-11-06 10:56:07.672,77.89,7,81,"[71, 81, 81, 81, 79, 78, 76, 75, 76, 76, 76, 77, 80, 79, 80, 79, 78, 79, 78]",2,2
sayantankuila,AboutTime_131.mp4,2025-11-21 13:21:09.539,87.25,5,90,"[84, 83, 83, 85, 87, 89, 90, 85, 88, 90, 90, 87, 88, 89, 88, 87, 87, 88, 88, 89]",4,3
ajaycc17,AboutTime_131.mp4,2025-12-25 13:33:48.697,92.0,-2,96,"[95, 91, 89, 87, 87, 89, 89, 90, 96, 96, 96, 95, 93, 95, 95, 90, 91, 91, 92, 93]",5,3
Nishant,AboutTime_132.mp4,2025-10-17 10:11:41.592,81.29,-5,84,"[81, 84, 83, 81, 80, 82, 83, 82, 80, 82, 81, 82, 81, 80, 83, 80, 81, 82, 84, 79, 76]",3,3
debjit2001,AboutTime_132.mp4,2025-10-23 15:08:39.549,67.56,3,74,"[63, 66, 68, 67, 66, 65, 65, 65, 67, 68, 69, 74, 73, 74, 69, 66, 65, 66]",4,3
aritra,AboutTime_132.mp4,2025-11-06 08:59:07.808,78.06,-7,82,"[82, 81, 80, 79, 78, 76, 75, 77, 78, 80, 82, 81, 78, 77, 76, 76, 74, 75]",2,1
sayantankuila,AboutTime_132.mp4,2025-11-21 13:12:26.609,89.05,14,98,"[82, 83, 85, 84, 85, 86, 84, 83, 83, 84, 89, 94, 96, 98, 97, 98, 95, 90, 88, 86, 93, 96]",4,2
debjit2001,AboutTime_133.mp4,2025-10-15 16:37:30.921,70.52,-3,73,"[72, 70, 70, 70, 71, 73, 72, 73, 71, 69, 71, 73, 70, 67, 68, 70, 71, 70, 69, 70, 72, 71, 69]",5,3
aritra,AboutTime_133.mp4,2025-11-06 08:52:43.116,74.95,-1,83,"[74, 75, 76, 75, 73, 73, 72, 71, 73, 75, 73, 72, 72, 72, 74, 76, 80, 83, 81, 79, 77, 73]",3,1
sayantankuila,AboutTime_133.mp4,2025-11-21 13:34:14.185,95.28,6,103,"[91, 92, 92, 91, 91, 92, 93, 93, 94, 95, 96, 98, 100, 103, 101, 99, 97, 97]",5,5
ajaycc17,AboutTime_133.mp4,2025-12-09 13:19:08.001,106.35,10,112,"[100, 98, 101, 105, 106, 107, 105, 106, 107, 109, 109, 108, 106, 103, 106, 108, 112, 110, 111, 110]",5,4
Nishant,AboutTime_134.mp4,2025-10-17 09:01:06.175,79.21,9,86,"[74, 72, 73, 72, 73, 76, 80, 81, 80, 79, 84, 82, 80, 79, 83, 86, 85, 83, 83]",4,3
debjit2001,AboutTime_134.mp4,2025-10-23 15:51:43.443,64.44,-6,71,"[71, 68, 65, 63, 65, 66, 65, 63, 62, 62, 60, 61, 64, 67, 65, 64, 64, 65]",3,4
aritra,AboutTime_134.mp4,2025-11-06 10:18:24.759,80.29,-3,85,"[79, 79, 80, 79, 80, 79, 80, 81, 79, 81, 84, 85, 85, 84, 82, 81, 80, 79, 77, 76, 76]",4,1
sayantankuila,AboutTime_134.mp4,2025-11-21 12:43:46.103,87.56,-9,92,"[92, 91, 88, 87, 89, 87, 87, 88, 90, 91, 90, 89, 88, 85, 83, 85, 83, 83]",5,4
ajaycc17,AboutTime_134.mp4,2025-12-25 13:24:13.941,97.19,7,101,"[91, 93, 93, 91, 93, 99, 100, 99, 100, 101, 100, 99, 99, 99, 100, 98]",5,3
debjit2001,AboutTime_135.mp4,2025-10-15 16:56:33.588,70.05,3,73,"[70, 67, 69, 71, 72, 69, 67, 68, 65, 68, 70, 71, 72, 73, 72, 70, 70, 70, 71, 73, 73]",5,4
Nishant,AboutTime_135.mp4,2025-10-17 09:54:01.624,79.74,4,84,"[78, 78, 78, 77, 77, 77, 78, 79, 81, 83, 84, 83, 80, 79, 78, 79, 81, 83, 82]",3,3
aritra,AboutTime_135.mp4,2025-10-28 13:54:18.002,67.0,8,71,"[62, 64, 67, 68, 71, 70]",4,1
sayantankuila,AboutTime_135.mp4,2025-11-21 12:55:29.755,92.32,0,95,"[92, 90, 92, 93, 94, 93, 92, 91, 92, 93, 94, 93, 91, 91, 91, 92, 95, 93, 92]",5,4
ajaycc17,AboutTime_135.mp4,2025-12-09 14:02:15.003,101.58,-2,104,"[104, 102, 98, 100, 101, 102, 101, 104, 101, 101, 99, 102, 104, 103, 102, 101, 100, 103, 102]",4,4
Nishant,AboutTime_136.mp4,2025-10-17 10:03:37.062,79.64,-1,84,"[78, 78, 81, 83, 84, 83, 78, 75, 74, 74, 79, 80, 79, 80, 81, 81, 82, 81, 83, 82, 79, 77]",4,4
debjit2001,AboutTime_136.mp4,2025-10-23 15:38:53.198,68.0,12,75,"[63, 64, 63, 63, 65, 67, 71, 71, 70, 69, 68, 68, 66, 67, 72, 74, 75]",5,3
aritra,AboutTime_136.mp4,2025-10-28 15:17:55.952,76.86,-3,81,"[81, 78, 76, 75, 75, 76, 77, 78, 79, 77, 73, 75, 78, 78]",3,1
pranjal123,AboutTime_136.mp4,2025-10-29 11:28:52.934,74.2,3,77,"[74, 71, 70, 71, 73, 75, 74, 75, 74, 73, 75, 76, 77, 75, 74, 74, 74, 75, 77, 77]",4,3
sayantankuila,AboutTime_136.mp4,2025-11-21 12:37:57.211,92.33,-7,95,"[95, 95, 94, 93, 95, 93, 92, 91, 92, 93, 92, 92, 91, 89, 88]",4,4
ajaycc17,AboutTime_136.mp4,2025-12-25 13:05:36.034,98.4,-7,106,"[104, 100, 97, 98, 100, 99, 98, 97, 94, 95, 95, 94, 95, 96, 97, 102, 106, 103, 101, 97]",5,3
Nishant,Gifted_041.mp4,2025-10-17 08:33:46.085,81.14,2,85,"[82, 81, 80, 81, 80, 81, 83, 81, 80, 77, 78, 79, 80, 80, 81, 80, 81, 83, 84, 85, 84, 84]",3,2
