participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal,V_Cognitive_Alignment,V_Emotional_Resonance,V_Avg_Drift,A_Cognitive_Alignment,A_Emotional_Resonance,A_Avg_Drift,movie_name
ajaycc17,AboutTime_019.mp4,2025-12-09 14:26:53.478,100.75,-1,108,"[101, 102, 100, 99, 99, 99, 100, 105, 108, 105, 104, 98, 97, 97, 99, 97, 100, 104, 101, 100]",4,3,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
Nishant,AboutTime_020.mp4,2025-10-17 09:11:25.726,88.14,-4,102,"[91, 102, 101, 94, 89, 82, 81, 84, 85, 81, 83, 93, 87, 86, 90, 86, 84, 88, 90, 87, 88, 87]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_020.mp4,2025-10-23 14:54:49.299,76.17,-4,83,"[77, 76, 78, 75, 76, 72, 73, 72, 76, 77, 79, 78, 83, 80, 77, 75, 74, 73]",3,2,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
pranjal123,AboutTime_020.mp4,2025-10-29 11:44:07.280,76.85,0,80,"[76, 75, 76, 79, 78, 75, 76, 77, 76, 77, 76, 77, 79, 80, 77, 77, 76, 77, 77, 76]",3,4,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
aritra,AboutTime_020.mp4,2025-11-06 09:00:00.848,76.26,10,81,"[70, 72, 78, 77, 75, 74, 75, 79, 79, 79, 77, 73, 74, 74, 72, 73, 74, 79, 81, 80, 79, 80, 80]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
ajaycc17,AboutTime_020.mp4,2025-11-16 13:27:24.572,82.5,1,86,"[83, 82, 82, 82, 81, 80, 79, 80, 81, 82, 84, 86, 84, 85, 85, 84]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
sayantankuila,AboutTime_020.mp4,2025-11-21 13:14:14.445,82.81,-2,86,"[84, 84, 86, 85, 84, 84, 84, 83, 82, 81, 80, 80, 81, 82, 83, 82]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
debjit2001,AboutTime_021.mp4,2025-10-15 16:36:39.131,70.68,3,74,"[67, 68, 70, 71, 70, 69, 70, 72, 71, 69, 71, 74, 73, 69, 70, 72, 70, 72, 74, 72, 71, 70]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_021.mp4,2025-11-06 08:51:04.732,74.62,1,83,"[73, 73, 72, 71, 73, 75, 73, 72, 72, 72, 74, 76, 80, 83, 81, 79, 77, 73, 71, 73, 74]",2,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_021.mp4,2025-11-21 12:50:14.810,92.65,-2,97,"[91, 92, 93, 94, 93, 95, 95, 94, 93, 92, 91, 92, 93, 92, 94, 97, 92, 91, 90, 89]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_021.mp4,2025-12-09 13:00:39.658,106.75,-5,112,"[106, 107, 110, 109, 107, 107, 109, 109, 108, 111, 112, 110, 110, 108, 106, 102, 100, 101, 102, 101]",3,1,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
Nishant,AboutTime_022.mp4,2025-10-17 08:35:23.796,82.11,-3,86,"[82, 83, 85, 86, 84, 82, 85, 86, 85, 83, 80, 82, 84, 82, 81, 76, 77, 78, 79]",5,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_022.mp4,2025-10-23 14:41:18.867,67.74,-4,73,"[70, 69, 69, 69, 70, 71, 73, 72, 71, 69, 69, 68, 66, 65, 63, 62, 62, 63, 66]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_022.mp4,2025-10-28 13:53:37.727,68.94,0,72,"[64, 67, 68, 71, 70, 69, 70, 71, 72, 70, 70, 72, 71, 70, 64, 64]",5,2,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_022.mp4,2025-11-21 12:28:39.526,93.27,-1,95,"[95, 95, 94, 95, 95, 94, 90, 88, 89, 92, 94, 95, 94, 95, 94]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_022.mp4,2025-12-25 12:16:15.642,99.41,1,108,"[97, 99, 97, 96, 97, 101, 103, 100, 98, 96, 98, 100, 108, 107, 101, 101, 100, 96, 97, 98, 99, 98]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_024.mp4,2025-10-23 15:30:59.169,64.86,-2,70,"[66, 64, 61, 62, 63, 59, 58, 58, 60, 66, 68, 69, 68, 68, 68, 70, 69, 67, 68, 66, 64]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
pranjal123,AboutTime_024.mp4,2025-10-29 11:35:31.609,76.47,-4,80,"[80, 79, 78, 79, 78, 77, 77, 75, 74, 73, 74, 75, 76, 76, 76]",4,3,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
aritra,AboutTime_024.mp4,2025-11-06 10:17:51.164,80.32,7,89,"[81, 80, 79, 77, 76, 76, 76, 76, 78, 77, 78, 80, 81, 80, 81, 85, 88, 89, 88]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_024.mp4,2025-11-21 13:33:10.649,97.71,4,103,"[95, 96, 98, 100, 103, 101, 99, 97, 97, 97, 96, 96, 95, 96, 98, 98, 99]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_024.mp4,2025-12-09 12:45:36.595,101.22,2,105,"[100, 100, 98, 98, 99, 99, 101, 103, 103, 104, 103, 102, 105, 103, 101, 100, 101, 102]",1,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_031.mp4,2025-10-15 16:51:34.138,71.11,-4,80,"[74, 75, 76, 80, 80, 79, 73, 68, 66, 65, 67, 67, 67, 71, 68, 67, 67, 70]",3,2,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_031.mp4,2025-11-06 08:58:22.472,75.21,-3,79,"[78, 77, 76, 76, 74, 75, 75, 75, 76, 79, 77, 74, 74, 71, 70, 72, 78, 77, 75]",2,2,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_031.mp4,2025-11-20 07:58:43.569,77.0,-5,90,"[77, 77, 76, 77, 78, 77, 76, 76, 77, 79, 87, 90, 85, 81, 71, 69, 68, 70, 72]",5,4,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_031.mp4,2025-12-09 13:26:21.983,102.41,3,110,"[102, 101, 103, 101, 102, 101, 101, 102, 101, 97, 98, 100, 100, 101, 104, 106, 105, 102, 104, 110, 107, 105]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_032.mp4,2025-10-23 15:56:40.030,68.0,0,75,"[66, 67, 66, 67, 65, 67, 68, 69, 70, 71, 73, 75, 72, 67, 65, 67, 66, 65, 66]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
pranjal123,AboutTime_032.mp4,2025-10-29 11:20:06.677,75.62,-5,82,"[77, 78, 80, 82, 79, 77, 75, 73, 74, 76, 78, 75, 69, 71, 74, 72]",4,5,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
aritra,AboutTime_032.mp4,2025-11-06 10:44:06.153,76.4,2,83,"[80, 78, 77, 76, 74, 72, 73, 75, 73, 72, 69, 76, 83, 81, 81, 78, 76, 75, 77, 82]",2,3,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_032.mp4,2025-11-20 07:58:21.148,78.11,-7,90,"[76, 77, 77, 77, 76, 77, 78, 77, 76, 76, 77, 79, 87, 90, 85, 81, 71, 69]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_032.mp4,2025-12-25 12:16:41.580,98.48,-9,108,"[101, 103, 100, 98, 96, 98, 100, 108, 107, 101, 101, 100, 96, 97, 98, 99, 98, 94, 96, 98, 95, 89, 92]",3,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
Nishant,AboutTime_035.mp4,2025-10-17 08:57:19.706,77.21,-7,83,"[79, 77, 81, 82, 83, 82, 81, 81, 79, 77, 75, 73, 74, 75, 76, 74, 72, 74, 72]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_035.mp4,2025-10-23 14:43:36.034,67.0,0,70,"[69, 70, 68, 69, 69, 68, 66, 65, 65, 66, 67, 66, 66, 64, 64, 66, 68, 68, 67, 69]",3,2,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_035.mp4,2025-10-28 15:31:34.597,75.12,1,78,"[75, 74, 73, 72, 73, 74, 74, 74, 76, 78, 78, 76, 76, 76, 77, 76]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
pranjal123,AboutTime_035.mp4,2025-10-29 11:45:35.329,77.27,2,79,"[76, 77, 77, 76, 77, 79, 78, 77, 77, 77, 76, 77, 79, 78, 78]",4,3,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
sayantankuila,AboutTime_035.mp4,2025-11-21 12:56:33.487,89.25,-9,95,"[91, 88, 87, 88, 91, 92, 91, 95, 95, 92, 90, 89, 88, 86, 83, 82]",2,3,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_035.mp4,2025-12-09 12:46:28.579,102.41,-2,105,"[103, 104, 103, 102, 105, 103, 101, 100, 101, 102, 101, 101, 103, 104, 104, 103, 101]",2,2,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
Nishant,AboutTime_038.mp4,2025-10-17 09:48:37.344,80.71,0,84,"[80, 79, 80, 81, 82, 82, 84, 84, 83, 82, 81, 80, 79, 79, 78, 78, 80]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_038.mp4,2025-10-23 16:05:27.872,68.65,12,95,"[66, 64, 63, 70, 67, 62, 61, 62, 57, 60, 64, 68, 65, 64, 65, 63, 68, 72, 75, 95, 87, 83, 78]",4,2,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_038.mp4,2025-10-28 15:23:49.040,75.78,-1,79,"[75, 77, 78, 77, 78, 79, 76, 73, 72, 73, 74, 76, 79, 77, 75, 76, 75, 74]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
ajaycc17,AboutTime_038.mp4,2025-11-16 13:43:03.188,81.9,1,86,"[81, 82, 86, 85, 83, 82, 80, 78, 80, 82]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
sayantankuila,AboutTime_038.mp4,2025-11-21 13:35:35.108,94.58,0,98,"[98, 96, 94, 96, 98, 97, 92, 87, 89, 92, 94, 92, 91, 96, 98, 97, 96, 96, 98]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
Nishant,AboutTime_042.mp4,2025-10-17 09:50:19.690,80.35,0,84,"[78, 80, 81, 82, 82, 80, 81, 83, 84, 82, 82, 79, 78, 79, 79, 78, 78]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_042.mp4,2025-10-23 14:48:09.671,66.33,-4,73,"[66, 69, 67, 66, 68, 70, 71, 73, 70, 63, 65, 68, 66, 64, 63, 61, 62, 62]",5,5,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
pranjal123,AboutTime_042.mp4,2025-10-29 11:00:13.957,79.31,0,82,"[79, 79, 80, 79, 79, 78, 77, 78, 79, 79, 80, 80, 81, 82, 80, 79]",5,4,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
aritra,AboutTime_042.mp4,2025-11-06 11:03:09.068,79.79,6,86,"[76, 73, 74, 75, 76, 75, 73, 77, 85, 83, 84, 83, 84, 86, 85, 82, 81, 82, 82]",4,4,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_042.mp4,2025-11-21 13:36:35.179,93.85,9,98,"[87, 89, 92, 94, 92, 91, 96, 98, 97, 96, 96, 98, 97, 94, 93, 93, 93, 92, 93, 96]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_042.mp4,2025-12-25 12:47:07.507,97.28,0,100,"[99, 99, 98, 96, 96, 97, 99, 98, 100, 98, 100, 97, 93, 95, 94, 95, 98, 99]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_046.mp4,2025-10-15 16:29:41.956,71.86,-2,78,"[69, 68, 67, 70, 71, 70, 71, 71, 75, 76, 76, 77, 78, 75, 71, 72, 73, 72, 71, 69, 67]",5,4,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
Nishant,AboutTime_046.mp4,2025-10-17 08:40:15.075,82.0,3,86,"[83, 83, 80, 81, 85, 84, 82, 83, 83, 82, 80, 80, 80, 80, 81, 82, 81, 82, 86]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
aritra,AboutTime_046.mp4,2025-11-06 10:38:51.290,72.33,11,82,"[71, 71, 71, 70, 70, 70, 69, 69, 71, 71, 70, 70, 71, 72, 74, 79, 81, 82]",4,3,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_046.mp4,2025-11-21 13:32:18.475,95.53,5,103,"[92, 92, 91, 91, 92, 93, 93, 94, 95, 96, 98, 100, 103, 101, 99, 97, 97]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_046.mp4,2025-12-25 13:26:21.262,95.55,3,100,"[93, 91, 89, 90, 93, 96, 98, 99, 100, 98, 97, 96, 95, 95, 95, 96, 98, 99, 97, 96, 95, 96]",5,2,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_048.mp4,2025-10-23 14:37:35.324,67.2,-5,75,"[67, 72, 75, 71, 70, 66, 68, 73, 72, 71, 66, 62, 65, 66, 64, 63, 63, 64, 64, 62]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_048.mp4,2025-10-28 15:34:18.986,76.41,2,80,"[76, 76, 74, 73, 72, 77, 79, 79, 80, 79, 77, 75, 75, 76, 76, 77, 78]",4,4,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
pranjal123,AboutTime_048.mp4,2025-10-29 11:45:18.117,77.33,-3,80,"[79, 80, 77, 77, 76, 77, 77, 76, 77, 79, 78, 77, 77, 77, 76]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
ajaycc17,AboutTime_048.mp4,2025-11-16 13:36:33.800,84.39,-2,94,"[85, 84, 88, 91, 94, 92, 86, 83, 80, 80, 81, 82, 82, 83, 81, 80, 84, 83]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
sayantankuila,AboutTime_048.mp4,2025-11-21 12:29:42.243,93.06,7,95,"[88, 89, 92, 94, 95, 94, 95, 94, 93, 92, 93, 94, 93, 94, 94, 95]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
Nishant,AboutTime_052.mp4,2025-10-17 08:52:44.182,83.45,0,87,"[83, 82, 83, 84, 84, 84, 84, 83, 85, 86, 87, 85, 79, 83, 84, 85, 81, 84, 82, 83, 82, 83]",3,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_052.mp4,2025-10-23 15:38:34.889,71.33,4,76,"[72, 74, 75, 73, 72, 70, 72, 71, 68, 72, 73, 70, 66, 68, 66, 75, 71, 76]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
pranjal123,AboutTime_052.mp4,2025-10-29 10:58:48.379,78.8,0,80,"[79, 78, 77, 79, 80, 79, 79, 78, 79, 78, 79, 79, 80, 79, 79]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
aritra,AboutTime_052.mp4,2025-11-06 08:30:36.761,82.0,-1,86,"[82, 84, 85, 82, 83, 84, 84, 86, 84, 82, 80, 79, 80, 79, 80, 81, 80, 81]",3,3,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_052.mp4,2025-11-21 13:07:58.309,85.35,9,90,"[80, 83, 84, 82, 83, 85, 82, 83, 85, 86, 87, 87, 88, 88, 89, 90, 89]",5,4,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_052.mp4,2025-12-25 12:32:37.054,94.5,-1,99,"[93, 95, 93, 94, 96, 95, 94, 93, 93, 95, 96, 99, 95, 96, 93, 92]",4,3,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
Nishant,AboutTime_056.mp4,2025-10-17 09:19:41.324,80.15,1,84,"[78, 78, 77, 77, 79, 78, 79, 80, 82, 81, 83, 84, 82, 81, 83, 84, 81, 79, 78, 79]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_056.mp4,2025-10-23 15:31:17.868,65.1,1,70,"[63, 59, 58, 58, 60, 66, 68, 69, 68, 68, 68, 70, 69, 67, 68, 66, 64, 67, 62, 65, 64]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_056.mp4,2025-10-28 15:48:18.514,76.32,-5,85,"[85, 84, 77, 74, 73, 74, 76, 77, 73, 71, 72, 75, 77, 77, 75, 76, 76, 78, 80]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_056.mp4,2025-11-21 13:38:27.876,97.11,3,104,"[93, 96, 97, 96, 94, 92, 92, 93, 95, 99, 101, 104, 102, 101, 101, 99, 98, 96, 96]",5,3,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
debjit2001,AboutTime_066.mp4,2025-10-15 17:17:55.914,68.41,-1,76,"[66, 68, 66, 67, 73, 76, 76, 69, 67, 66, 69, 71, 70, 67, 63, 64, 65]",5,5,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
Nishant,AboutTime_066.mp4,2025-10-17 09:46:27.750,82.38,2,85,"[83, 80, 82, 83, 84, 84, 84, 82, 81, 79, 80, 80, 83, 83, 85, 85]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
aritra,AboutTime_066.mp4,2025-10-28 13:45:35.705,67.29,-1,71,"[69, 68, 66, 66, 67, 68, 69, 67, 65, 64, 65, 67, 70, 71, 67, 67, 68]",5,5,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
pranjal123,AboutTime_066.mp4,2025-10-29 11:50:44.993,80.0,3,84,"[79, 78, 76, 77, 78, 80, 79, 78, 79, 80, 83, 84, 82, 78, 79, 80, 82, 83, 83, 82]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
sayantankuila,AboutTime_066.mp4,2025-11-20 08:11:44.141,83.78,2,92,"[78, 78, 79, 80, 81, 79, 80, 84, 86, 88, 88, 86, 85, 86, 92, 91, 87, 80]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_066.mp4,2025-12-09 12:56:27.411,100.88,-1,105,"[100, 101, 101, 103, 104, 102, 103, 105, 102, 101, 100, 101, 100, 98, 97, 98, 99]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_068.mp4,2025-10-15 17:04:48.390,72.53,-1,77,"[72, 72, 71, 71, 71, 72, 73, 75, 77, 74, 70, 71, 73, 74, 74, 72, 71]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
Nishant,AboutTime_068.mp4,2025-10-17 09:11:47.382,86.3,-2,93,"[89, 82, 81, 84, 85, 81, 83, 93, 87, 86, 90, 86, 84, 88, 90, 87, 88, 87, 88, 87]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
aritra,AboutTime_068.mp4,2025-11-06 08:29:26.056,83.26,4,87,"[80, 82, 81, 82, 83, 84, 86, 87, 85, 83, 82, 83, 82, 84, 85, 82, 83, 84, 84]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_068.mp4,2025-11-21 12:45:50.176,90.58,-2,95,"[89, 90, 91, 91, 90, 90, 90, 90, 89, 90, 92, 92, 92, 91, 92, 95, 93, 87, 87]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_068.mp4,2025-12-09 14:17:15.338,95.95,-4,103,"[99, 99, 100, 103, 101, 98, 96, 92, 89, 88, 90, 94, 96, 98, 99, 100, 96, 95, 94, 93, 95]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
Nishant,AboutTime_069.mp4,2025-10-17 08:18:46.951,81.42,4,85,"[77, 81, 85, 85, 83, 81, 80, 81, 84, 81, 79, 80, 81, 84, 82, 81, 80, 81, 81]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_069.mp4,2025-10-23 15:04:00.794,66.33,4,74,"[60, 63, 70, 72, 72, 67, 70, 74, 73, 70, 66, 64, 65, 67, 70, 65, 61, 60, 59, 61, 64]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_069.mp4,2025-10-28 15:50:04.507,78.14,-2,81,"[76, 78, 80, 79, 78, 77, 78, 79, 78, 77, 75, 75, 78, 81, 80, 80, 80, 81, 80, 77, 74]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_069.mp4,2025-11-21 12:33:48.962,95.59,-3,98,"[96, 96, 97, 97, 98, 97, 96, 97, 97, 97, 96, 95, 95, 93, 92, 93, 93]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_069.mp4,2025-12-09 12:50:35.770,101.17,1,106,"[103, 102, 103, 106, 102, 101, 102, 101, 101, 100, 100, 97, 100, 101, 99, 99, 100, 104]",5,5,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_071.mp4,2025-10-15 17:49:01.750,61.0,4,64,"[59, 58, 59, 61, 59, 60, 61, 63, 63, 64, 62, 61, 63]",4,5,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
Nishant,AboutTime_071.mp4,2025-10-17 09:05:13.915,80.4,5,85,"[79, 80, 80, 84, 85, 84, 84, 81, 80, 79, 80, 80, 79, 77, 76, 76, 78, 80, 82, 84]",5,5,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
aritra,AboutTime_071.mp4,2025-10-28 15:45:06.248,76.73,-1,81,"[75, 75, 77, 78, 76, 77, 77, 79, 80, 81, 79, 77, 73, 73, 74]",2,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_071.mp4,2025-11-21 13:05:27.738,89.72,2,95,"[88, 89, 90, 88, 88, 88, 87, 86, 86, 85, 89, 92, 94, 95, 95, 93, 92, 90]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_071.mp4,2025-12-09 13:30:00.675,104.24,6,107,"[100, 101, 100, 104, 105, 106, 105, 107, 106, 107, 106, 105, 104, 102, 101, 102, 104, 105, 106, 107, 106]",4,4,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_073.mp4,2025-10-15 16:42:52.929,74.05,4,79,"[71, 72, 70, 68, 70, 73, 76, 77, 79, 76, 77, 75, 74, 73, 74, 73, 74, 75, 76, 77, 75]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
Nishant,AboutTime_073.mp4,2025-10-17 09:54:40.653,79.94,-3,84,"[79, 80, 81, 80, 79, 79, 78, 80, 81, 84, 82, 81, 82, 79, 78, 76]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
aritra,AboutTime_073.mp4,2025-10-28 15:14:12.535,78.52,-5,83,"[81, 83, 81, 79, 78, 80, 81, 79, 77, 76, 75, 74, 74, 75, 76, 80, 82, 83, 81, 78, 76]",3,3,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_073.mp4,2025-11-21 13:08:29.006,86.89,-3,92,"[85, 82, 83, 85, 86, 87, 87, 88, 88, 89, 90, 89, 90, 92, 91, 90, 85, 82, 82]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_073.mp4,2025-12-09 13:28:31.881,101.45,3,106,"[103, 101, 100, 100, 101, 104, 102, 104, 103, 101, 100, 98, 97, 99, 100, 101, 100, 104, 105, 106]",4,5,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
debjit2001,AboutTime_075.mp4,2025-10-15 17:35:19.659,64.71,-2,69,"[66, 67, 67, 63, 61, 62, 63, 64, 65, 65, 64, 63, 64, 69, 68, 65, 64]",5,3,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
pranjal123,AboutTime_075.mp4,2025-10-29 11:39:43.747,75.33,-2,79,"[74, 75, 78, 79, 76, 74, 75, 77, 77, 76, 75, 75, 74, 73, 72]",3,2,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
aritra,AboutTime_075.mp4,2025-11-06 09:02:01.632,75.9,-8,82,"[80, 79, 77, 75, 73, 73, 72, 72, 74, 80, 82, 82, 82, 79, 75, 71, 73, 74, 73, 72]",5,2,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
sayantankuila,AboutTime_075.mp4,2025-11-21 12:55:18.983,90.11,-2,93,"[93, 92, 90, 90, 89, 89, 90, 90, 89, 89, 91, 92, 91, 88, 87, 88, 91, 92, 91]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,AboutTime
ajaycc17,AboutTime_075.mp4,2025-12-25 12:51:20.695,95.59,-7,101,"[101, 100, 100, 100, 99, 95, 91, 90, 91, 93, 93, 95, 96, 97, 97, 93, 94]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,AboutTime
Nishant,AboutTime_077.mp4,2025-10-17 09:14:02.857,82.13,-10,92,"[83, 86, 83, 87, 83, 85, 83, 81, 79, 81, 83, 84, 83, 81, 84, 92, 80, 84, 79, 80, 82, 73, 73]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,AboutTime
debjit2001,AboutTime_077.mp4,2025-10-23 15:57:39.193,67.94,-2,75,"[73, 75, 72, 67, 65, 67, 66, 65, 66, 66, 67, 66, 65, 67, 68, 69, 71]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,AboutTime
aritra,AboutTime_077.mp4,2025-10-28 15:46:23.820,80.67,4,87,"[81, 79, 77, 73, 73, 74, 76, 76, 82, 87, 86, 85, 84, 83, 82, 83, 86, 85]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,AboutTime
pranjal123,AboutTime_077.mp4,2025-10-29 11:13:59.166,75.15,-1,78,"[77, 76, 76, 76, 75, 73, 73, 73, 73, 74, 77, 78, 76]",4,2,32.12,35.77,-1.38,23.72,30.29,-1.741,AboutTime
